Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,Diesel,Manual,First,15.1,2179,140,7,1886500
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,Diesel,Manual,First,18.6,1388,67,5,1168500
Hyundai Santro Xing GLS,Pune,2010,75000,Petrol,Manual,Second,17.92,1086,62.1,5,455000
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,Diesel,Automatic,First,12,2987,224,7,4949000
Maruti Alto LXi BSII,Pune,2003,69966,Petrol,Manual,First,19.7,796,46.3,5,436000
Honda City i VTEC VX Option,Mumbai,2016,42000,Petrol,Manual,First,17.8,1497,117.3,5,1358000
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,Diesel,Automatic,First,13.01,2199,194.3,7,1025000
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,Diesel,Automatic,First,17.9,2143,136,5,4194000
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Diesel,Manual,Second,12.8,2494,102,8,2401000
BMW 3 Series 320d Sedan,Bangalore,2008,78000,Diesel,Automatic,Second,16.07,1995,181,5,5443000
Maruti Swift ZXI,Hyderabad,2011,53080,Petrol,Manual,First,18.6,1197,85.8,5,788000
Volkswagen Vento Petrol Highline,Pune,2011,66000,Petrol,Manual,Second,15.04,1598,103.6,5,1323000
Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,16.02,1373,93.7,7,1127000
Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,Petrol,Automatic,Second,18.9,1197,82,5,745000
Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,Diesel,Automatic,Second,16.77,2967,241.38,5,6710000
Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,Diesel,Manual,First,16,1997,140,7,1886500
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,Petrol,Automatic,First,16.05,1499,110.4,5,1168500
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,Diesel,Manual,First,24.4,1120,71,5,823000
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,Diesel,Automatic,First,21.21,1498,103.2,5,1323000
Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,Petrol,Automatic,First,13,2987,210,5,17100000
Hyundai i10 Magna,Mumbai,2010,55980,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Diesel,Manual,Second,21.9,1396,88.76,5,1025000
Hyundai Verna 1.4 EX,Chennai,2013,79000,Diesel,Manual,First,23.5,1396,88.7,5,1425500
Honda City 1.5 V MT,Delhi,2010,65100,Petrol,Manual,First,17,1497,118,5,1358000
Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47,1248,88.5,7,1127000
Maruti Alto LXi BSII,Hyderabad,2011,28619,Petrol,Manual,First,19.7,796,46.3,5,436000
Maruti Wagon R AMT VXI,Mumbai,2016,9000,Petrol,Automatic,First,20.51,998,67,5,551000
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,Diesel,Automatic,First,19.08,1582,126.2,5,1425500
Maruti Alto LXi BSIII,Bangalore,2011,64000,Petrol,Manual,First,19.7,796,46.3,5,436000
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598,103.5,5,1148000
Maruti Baleno Zeta 1.2,Delhi,2016,21000,Petrol,Manual,First,21.4,1197,83.1,5,880000
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,Diesel,Automatic,First,12.7,2179,115,5,12000000
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,Petrol,Automatic,First,13.7,1997,153.86,5,3351000
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755,174.5,7,3717000
Honda City V AT,Mumbai,2015,32000,Petrol,Automatic,First,15.6,1497,116.3,5,1358000
Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,Petrol,Automatic,Second,12,5461,421,2,4949000
Honda City i-VTEC S,Mumbai,2015,10400,Petrol,Manual,First,17.4,1497,117.3,5,1358000
Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,22.9,1248,74,5,788000
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,Petrol,Automatic,First,14.53,1794,138.1,5,2108500
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,23.59,1364,67.06,5,999000
Maruti Wagon R LX,Jaipur,2006,110000,Petrol,Manual,First,18.9,998,67.1,5,551000
Fiat Punto 1.2 Dynamic,Kochi,2017,17941,Petrol,Manual,First,15.7,1172,67,5,860000
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,Petrol,Automatic,First,12,1991,184,5,8697000
Jaguar XF Aero Sport Edition,Delhi,2012,16000,Diesel,Automatic,First,16.36,2179,187.7,5,6967500
Hyundai i20 Sportz Petrol,Kochi,2011,62020,Petrol,Manual,First,17,1197,80,5,1025000
Land Rover Freelander 2 SE,Pune,2014,85000,Diesel,Automatic,Second,12.39,2179,147.51,5,12000000
Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,Petrol,Manual,First,18.6,1197,81.86,5,945000
Honda Amaze S i-Vtech,Jaipur,2014,41210,Petrol,Manual,First,18,1198,86.7,5,854000
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,Diesel,Automatic,First,14,2987,165,5,4949000
Maruti Alto 800 VXI,Coimbatore,2016,18043,Petrol,Manual,First,22.74,796,47.3,5,436000
Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755,171.5,7,2695000
Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,Petrol,Automatic,First,18.9,1197,82,5,745000
BMW X3 xDrive30d M Sport,Bangalore,2016,49000,Diesel,Automatic,First,16.55,2993,258,5,6959000
Maruti 1000 AC,Hyderabad,1998,104000,Petrol,Manual,Second,15,970,74,5,788000
Hyundai i20 Magna,Chennai,2010,95000,Petrol,Manual,Second,18.5,1197,80,5,1025000
Hyundai Grand i10 AT Asta,Pune,2015,32000,Petrol,Automatic,First,18.9,1197,82,5,745000
Hyundai Santro Xing XG,Pune,2003,80000,Petrol,Manual,Second,17,1086,62.1,5,455000
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,Diesel,Manual,First,25.01,1498,89.75,5,1168500
Mercedes-Benz E-Class 220 CDI,Ahmedabad,2011,78000,Diesel,Manual,Second,15,2148,203,5,8697000
Maruti Swift Dzire VDI,Ahmedabad,2015,69000,Diesel,Manual,First,26.59,1248,74,5,788000
Toyota Etios VXD,Pune,2015,65000,Diesel,Manual,Second,23.59,1364,67.04,5,852500
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,Petrol,Manual,First,19.1,1197,82,5,823000
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,Petrol,Manual,First,13.5,1799,130,5,1358000
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,Diesel,Manual,First,12.99,2494,100.6,8,2401000
Hyundai Accent GLE,Delhi,2012,56000,Petrol,Manual,First,13.2,1495,94,5,1025000
Maruti Alto 800 LXI,Pune,2013,30000,Petrol,Manual,First,22.74,796,47.3,5,436000
Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,Petrol,Automatic,First,8.1,5461,387.3,2,4949000
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498,89.84,5,1168500
Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,Manual,First,20.14,1197,81.86,5,671000
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,Petrol,Automatic,First,14.3,1598,103.6,5,1422000
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,Diesel,Automatic,First,15.73,1968,174.33,5,4480000
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,Diesel,Manual,First,16,2179,140,7,1886500
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,Manual,First,17,1591,121.3,5,1360000
Hyundai Verna Xi (Petrol),Chennai,2009,60000,Petrol,Manual,Third,13.9,1599,103.2,5,1425500
Ford Ikon 1.6 CLXI,Pune,2003,83000,Petrol,Manual,Second,14.2,1597,92,5,1168500
Nissan Micra Active XV,Pune,2018,24000,Petrol,Manual,First,19.69,1198,67.04,5,699000
Honda Brio VX AT,Pune,2016,32198,Petrol,Automatic,First,16.5,1198,86.8,5,662000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494,100.6,7,2401000
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.64,1498,108.5,5,1432000
Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,Diesel,Manual,First,16,2179,140,7,1886500
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197,82,5,823000
Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,Diesel,Manual,First,13.5,2198,157.7,7,3529000
Chevrolet Spark 1.0 LT,Kochi,2008,43761,Petrol,Manual,First,18,995,62,5,1131500
Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248,88.5,7,1127000
Honda Amaze S i-Dtech,Bangalore,2013,61510,Diesel,Manual,First,25.8,1498,98.6,5,854000
Honda City i VTEC S,Delhi,2014,60000,Petrol,Manual,First,17.4,1497,117.3,5,1358000
Mini Cooper Countryman D,Bangalore,2014,35165,Diesel,Automatic,Second,23.8,1998,112,5,4212000
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,Petrol,Automatic,First,14.53,1794,138.1,5,2108500
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2005,45000,Petrol,Manual,First,17,1086,62.1,5,455000
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,Petrol,Automatic,First,13.7,1798,157.75,5,3336000
Maruti Wagon R LXI BS IV,Delhi,2011,68000,Petrol,Manual,First,18.9,998,67.1,5,551000
Hyundai i10 Era 1.1,Mumbai,2013,49000,Petrol,Manual,First,19.81,1086,68.05,5,1025000
Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199,84,5,621000
Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197,83.1,5,880000
Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,Petrol,Manual,First,15.04,1598,103.2,5,1323000
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,Petrol,Manual,First,18.9,1197,81.86,5,745000
Ford Figo Diesel EXI,Delhi,2013,54000,Diesel,Manual,First,20,1399,68.05,5,765000
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Petrol,Automatic,Second,13.9,1799,130.3,5,1358000
Maruti Alto 800 LXI,Kochi,2015,21652,Petrol,Manual,First,22.74,796,47.3,5,436000
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999,177,5,7449000
Audi A6 2.7 TDI,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698,179.5,5,6710000
Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,Diesel,Automatic,First,11,2987,198.5,5,8697000
Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,Petrol,Automatic,First,17,1497,118,5,1358000
Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354,152,5,3351000
Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09,1248,88.5,5,1111000
Maruti Wagon R LXI,Jaipur,2004,62000,Petrol,Manual,Second,18.9,998,67.1,5,551000
Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248,88.5,5,1111000
Hyundai EON D Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814,55.2,5,1025000
Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373,93.7,7,1127000
Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54,1598,103.6,5,1323000
Honda City 1.5 GXI,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493,100,5,1358000
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Maruti Alto 800 2016-2019 CNG LXI,Kochi,2017,24310,CNG,Manual,First,33.44,796,40.3,4,436000
Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143,136,5,4194000
Hyundai Santa Fe 4X2,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199,194.3,7,1025000
Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248,74,5,788000
Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6,1197,81.86,5,803000
Mahindra Xylo E8 BS IV,Mumbai,2011,130000,Diesel,Manual,First,14,2498,112,8,1167000
Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197,82,5,745000
Volkswagen Vento Petrol Highline,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598,103.6,5,1323000
Honda Accord 2.4 A/T,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354,177.6,5,1358000
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925,281.61,5,17100000
Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,Diesel,Automatic,First,15,2143,107.3,5,3703000
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582,126.2,5,1918000
Maruti Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796,46.3,5,436000
Audi A3 35 TDI Premium,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968,143,5,4289000
Renault Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,Manual,First,19.87,1461,83.8,5,1505000
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,Diesel,Manual,First,17.8,1399,68,5,1168500
Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Ford Figo Diesel ZXI,Mumbai,2011,30000,Diesel,Manual,First,20,1399,68,5,765000
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598,103.5,5,1015000
Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969,150,5,3790000
Hyundai Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582,126.32,5,1425500
BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993,258,5,15800000
Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998,68,5,3321000
Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,11.5,2982,171,7,3717000
Maruti Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21,1248,88.5,5,1111000
Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248,88.5,5,1112000
BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995,190,5,5867000
Volkswagen Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4,1598,103.6,5,1323000
Hyundai i20 1.2 Asta,Chennai,2011,47000,Petrol,Manual,First,17,1197,80,5,1025000
BMW X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11,2993,235,5,5507000
Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197,82,5,823000
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143,203,5,8697000
Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179,147.51,5,12000000
Hyundai i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582,126.32,5,1425500
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,Diesel,Manual,First,19.33,1968,138.1,5,1015000
Mahindra XUV500 W8 2WD,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179,140,7,1886500
Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796,35,8,788000
Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798,177.46,5,3254000
Maruti Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9,1248,74,5,788000
Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179,120,8,1886500
Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991,183,5,4194000
Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498,105,6,1171000
Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461,108.45,5,1505000
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968,167.6,5,5314000
Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179,147.51,5,12000000
Volkswagen Vento Diesel Comfortline,Pune,2012,75000,Diesel,Manual,Third,20.54,1598,103.6,5,1323000
BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979,306,5,6787000
Hyundai Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582,126.2,5,2177000
Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956,83.8,7,763000
Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799,53.64,5,398000
BMW X5 xDrive 30d,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993,245,5,5507000
BMW 6 Series 630i Coupe,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395,450,4,5507000
Maruti Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061,47,5,436000
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Datsun GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62,1198,67,7,609500
Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591,121.3,5,1606000
Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998,67.1,5,409000
Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199,194.3,7,1025000
Volkswagen Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11,1598,103.6,5,1015000
Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8,1498,98.6,5,854000
Maruti Esteem Vxi,Chennai,2004,95000,Petrol,Manual,First,15.9,1298,85,5,788000
Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248,74,5,788000
Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598,103.5,5,1422000
Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,First,11,2987,198.5,5,8697000
Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179,120,8,1886500
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461,84.8,5,1133000
Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298,85.8,5,788000
Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814,55.2,5,1025000
Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198,86.8,5,662000
Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198,75,5,947000
Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7,796,46.3,5,436000
BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995,190,5,4720000
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198,74,5,1015000
Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998,67.04,5,587000
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197,81.8,5,556000
Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248,88.5,5,1111000
Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968,147.51,5,5314000
Honda Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198,86.8,5,662000
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179,120,8,1886500
Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26,1498,98.6,5,1358000
BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995,184,5,4818000
Chevrolet Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,Second,18,995,62,5,1131500
Ford Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,20,1399,68,5,765000
Maruti Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197,81.8,5,788000
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143,170,5,4949000
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968,141,5,2583000
BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995,190,5,6959000
Hyundai EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814,55.2,5,1025000
Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968,187.74,5,5561000
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16,1196,86.8,5,765000
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998,67.1,5,436000
Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796,47.3,5,436000
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143,167.62,5,4949000
Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086,68,5,455000
Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,24.4,1120,71,5,823000
Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498,98.6,5,854000
Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248,75,5,788000
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199,74,5,1015000
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367,308,7,12000000
Mahindra XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,16,2179,140,7,1886500
Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499,141,7,3529000
Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396,53.5,5,763000
Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197,83.1,5,880000
Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120,71,5,823000
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,First,13.5,1799,130,5,1358000
Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197,81.83,5,1025000
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17,1198,108.5,5,1113000
Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197,85.8,5,788000
Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998,67.04,5,459000
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396,88.76,5,1025000
Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982,168.5,7,3717000
Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,18.9,1197,82,5,745000
Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Hyundai Santro Xing XL AT eRLX Euro II,Hyderabad,2007,76000,Petrol,Automatic,First,17,1086,62.1,5,455000
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248,88.5,5,1158000
Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498,98.6,5,854000
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143,203.2,5,4949000
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23,1396,90,5,1025000
Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086,68.05,5,1025000
Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248,74,5,788000
BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979,306,2,5507000
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248,74,5,1063000
Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936,57.6,5,1131500
Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4,1198,86.8,5,662000
Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20,1399,68.05,5,765000
Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1,998,67.04,5,587000
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143,170,5,4949000
